ROW_ID,temp_cpu,temp_h,temp_p,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,reset,time_stamp
4653,34.90,28.73,27.94,58.03,1020.42,272.51,11.21,193.41,52.843025,20.120288,45.264763,1.002574,0.008287,0.043990,0.000193,0.000281,-0.000113,0,2015-08-22 00:54:50
4654,34.85,28.73,27.94,58.14,1020.43,272.58,10.81,194.15,52.935206,20.450091,45.221087,1.002457,0.008224,0.044077,0.000177,0.000566,-0.000114,0,2015-08-22 00:55:00
4655,34.89,28.73,27.94,58.10,1020.41,272.59,10.62,194.43,52.869610,20.304093,44.938343,1.002604,0.008352,0.043936,0.000112,0.000273,-0.000074,0,2015-08-22 00:55:11
4656,34.83,28.73,27.94,58.27,1020.42,272.54,10.89,193.95,52.602972,20.258828,45.238513,1.002565,0.008323,0.043984,0.000316,-0.001180,0.000020,0,2015-08-22 00:55:20
4657,34.94,28.73,27.94,58.05,1020.42,272.58,10.35,194.53,52.748446,20.354200,45.221377,1.002459,0.008330,0.043931,0.000272,0.001416,0.000088,0,2015-08-22 00:55:30
4658,34.84,28.74,27.94,58.15,1020.42,272.60,10.42,194.50,52.588355,20.310783,45.190076,1.002562,0.008308,0.044106,0.000045,0.001303,0.000002,0,2015-08-22 00:55:41
4659,34.93,28.73,27.94,58.24,1020.43,272.58,10.57,194.01,52.538289,20.098538,45.372434,1.002493,0.008348,0.044153,0.000069,0.000742,0.000065,0,2015-08-22 00:55:50
4660,34.90,28.72,27.94,58.24,1020.42,272.52,10.71,193.89,52.790950,20.245321,45.604777,1.002600,0.008233,0.043951,0.000028,-0.000531,0.000155,0,2015-08-22 00:56:00
4661,34.85,28.73,27.94,58.04,1020.42,272.59,10.43,194.07,52.698533,20.226906,45.755889,1.002538,0.008335,0.044054,-0.000129,-0.000968,-0.000129,0,2015-08-22 00:56:11
4662,34.84,28.72,27.94,58.07,1020.42,272.55,10.51,194.25,52.630261,20.390155,45.550864,1.002467,0.008317,0.044059,-0.000187,0.001791,0.000329,0,2015-08-22 00:56:20
4663,34.87,28.74,27.94,57.92,1020.43,272.62,10.07,194.90,52.640906,20.473406,45.374914,1.002412,0.008327,0.044099,-0.000056,0.000476,0.000194,0,2015-08-22 00:56:31
4664,34.90,28.73,27.94,58.06,1020.41,272.57,10.19,194.67,52.504650,20.240274,45.068668,1.002496,0.008334,0.044089,-0.000398,0.000258,0.000353,0,2015-08-22 00:56:40
4665,34.87,28.73,27.94,58.13,1020.40,272.52,10.49,194.38,52.770907,20.307812,45.097282,1.002450,0.008321,0.044133,-0.000157,0.000084,0.000431,0,2015-08-22 00:56:50
4666,34.87,28.73,27.94,57.82,1020.40,272.58,10.54,194.48,52.652583,20.546551,45.363555,1.002588,0.008276,0.044229,-0.000240,0.000321,0.000162,0,2015-08-22 00:57:01
4667,34.93,28.73,27.94,58.05,1020.41,272.57,10.56,194.36,52.510484,20.326925,45.279783,1.002627,0.008221,0.044133,-0.000289,-0.000071,-0.000029,0,2015-08-22 00:57:10
4668,34.95,28.73,27.94,57.96,1020.41,272.55,10.64,193.83,52.395916,20.108698,45.489703,1.002490,0.008399,0.044101,-0.000112,-0.000012,0.000031,0,2015-08-22 00:57:20
4669,34.84,28.73,27.94,57.94,1020.42,272.58,10.55,194.08,52.320943,20.288854,45.665882,1.002544,0.008250,0.043956,-0.000127,-0.000140,0.000147,0,2015-08-22 00:57:31
4670,34.83,28.74,27.94,57.92,1020.41,272.51,10.90,193.62,52.128278,20.130785,45.542779,1.002519,0.008203,0.043993,-0.000003,-0.000899,-0.000065,0,2015-08-22 00:57:40
4671,34.87,28.74,27.94,57.88,1020.42,272.58,10.65,193.87,52.213581,20.169123,45.659774,1.002592,0.008269,0.044048,0.000088,0.000517,-0.000123,0,2015-08-22 00:57:50
4672,34.88,28.74,27.94,57.87,1020.40,272.59,10.44,194.19,52.444451,20.285964,45.535816,1.002508,0.008342,0.044052,-0.000115,-0.001360,-0.000105,0,2015-08-22 00:58:01
4673,34.91,28.73,27.94,57.96,1020.44,272.52,11.02,193.63,52.197844,20.249224,45.565710,1.002486,0.008352,0.044160,0.000080,-0.001432,0.000073,0,2015-08-22 00:58:10
4674,34.91,28.74,27.95,57.95,1020.43,272.57,10.72,193.97,52.027160,20.253745,45.340834,1.002521,0.008308,0.044059,0.000231,0.001149,-0.000065,0,2015-08-22 00:58:21
4675,34.87,28.73,27.95,57.99,1020.43,272.55,10.74,194.08,52.332479,20.314599,45.280397,1.002632,0.008325,0.044256,-0.000128,0.000529,0.000037,0,2015-08-22 00:58:30
4676,34.83,28.74,27.95,58.00,1020.42,272.57,10.69,194.17,52.484934,20.211704,45.041207,1.002455,0.008310,0.044053,-0.000028,0.000721,-0.000206,0,2015-08-22 00:58:40
4677,34.91,28.73,27.95,57.83,1020.44,272.58,10.58,194.22,52.520800,20.280096,45.215303,1.002608,0.008360,0.043967,-0.000011,-0.000064,0.000119,0,2015-08-22 00:58:51
4678,34.86,28.74,27.95,57.85,1020.46,272.54,10.63,193.99,52.391603,20.130895,45.434938,1.002484,0.008323,0.044097,-0.000180,-0.000783,0.000012,0,2015-08-22 00:59:00
4679,34.88,28.72,27.95,57.91,1020.45,272.59,10.36,194.13,52.006038,20.166984,45.519637,1.002559,0.008271,0.043934,-0.000507,-0.000167,0.000174,0,2015-08-22 00:59:11
4680,34.89,28.73,27.95,57.75,1020.46,272.64,10.20,194.78,52.268674,20.470044,45.380033,1.002546,0.008332,0.043848,-0.000283,-0.000188,0.000138,0,2015-08-22 00:59:20
4681,34.86,28.75,27.95,57.84,1020.47,272.55,10.47,194.31,52.315373,20.448223,45.532817,1.002707,0.008317,0.044098,-0.000442,-0.000428,0.000174,0,2015-08-22 00:59:30
4682,34.91,28.74,27.95,57.93,1020.46,272.54,10.73,194.34,52.275306,20.431884,45.071610,1.002578,0.008306,0.044014,-0.000342,0.000234,0.000060,0,2015-08-22 00:59:41
4683,34.83,28.74,27.95,57.83,1020.45,272.59,10.68,194.19,52.192060,20.335925,45.263304,1.002551,0.008289,0.043981,-0.000101,0.000752,-0.000044,0,2015-08-22 00:59:50
4684,34.87,28.74,27.95,57.96,1020.46,272.54,10.91,193.89,52.456615,20.323461,45.397502,1.002558,0.008533,0.044006,-0.000062,-0.000536,0.000022,0,2015-08-22 01:00:10
4685,34.90,28.74,27.95,58.13,1020.44,272.48,10.77,194.06,52.419905,20.471809,45.490159,1.002558,0.008364,0.044012,-0.000437,-0.001741,0.000166,0,2015-08-22 01:00:20
4686,34.95,28.74,27.95,58.13,1020.45,272.47,10.98,193.57,52.465215,20.271184,45.759955,1.002614,0.008329,0.044131,-0.000137,-0.002033,0.000164,0,2015-08-22 01:00:31
4687,34.92,28.72,27.95,57.90,1020.46,272.56,10.56,194.15,52.328135,20.342148,45.554339,1.002533,0.008267,0.044106,-0.000011,-0.000034,0.000056,0,2015-08-22 01:00:40
4688,34.88,28.73,27.95,57.89,1020.45,272.50,10.65,193.85,52.331640,20.246462,45.769744,1.002531,0.008420,0.044042,-0.000320,-0.000975,0.000335,0,2015-08-22 01:00:50
4689,34.87,28.74,27.95,57.88,1020.45,272.58,10.43,194.11,52.400455,20.178831,45.576198,1.002489,0.008353,0.044233,-0.000366,-0.000172,0.000281,0,2015-08-22 01:01:01
4690,34.92,28.72,27.95,57.82,1020.47,272.59,10.65,193.78,52.415860,20.117933,45.750557,1.002544,0.008410,0.044105,-0.000137,0.002255,-0.000222,0,2015-08-22 01:01:10
4691,34.91,28.72,27.95,57.91,1020.46,272.61,10.40,194.15,52.652172,20.246323,45.631388,1.002478,0.008261,0.044061,-0.000011,0.000280,-0.000012,0,2015-08-22 01:01:21
4692,34.90,28.74,27.95,58.10,1020.46,272.60,10.47,194.04,52.764615,20.258934,45.837050,1.002410,0.008508,0.044031,-0.000037,-0.000583,0.000146,0,2015-08-22 01:01:30
4693,34.88,28.75,27.95,57.86,1020.45,272.52,10.59,194.25,52.592770,20.520316,45.524679,1.002538,0.008425,0.043931,-0.000141,-0.000863,0.000278,0,2015-08-22 01:01:40
4694,34.88,28.74,27.95,57.93,1020.47,272.58,10.05,195.03,52.629532,20.562169,45.351346,1.002433,0.008245,0.044111,-0.000415,0.001053,0.000382,0,2015-08-22 01:01:51
4695,34.88,28.76,27.95,57.98,1020.46,272.51,10.82,193.93,52.596853,20.426449,45.698467,1.002465,0.008361,0.043974,-0.000220,-0.000192,0.000085,0,2015-08-22 01:02:00
4696,34.87,28.73,27.95,57.95,1020.44,272.51,10.94,193.87,52.667249,20.340944,45.315179,1.002614,0.008389,0.043987,-0.000046,0.000118,-0.000091,0,2015-08-22 01:02:10
4697,34.85,28.74,27.95,57.83,1020.46,272.59,10.86,193.87,52.752909,20.269022,45.454643,1.002578,0.008352,0.044132,-0.000034,0.001265,0.000005,0,2015-08-22 01:02:21
4698,34.86,28.73,27.95,58.09,1020.44,272.55,11.04,193.41,52.577370,20.102701,45.602868,1.002565,0.008380,0.044159,0.000060,0.000122,-0.000224,0,2015-08-22 01:02:30
4699,34.88,28.74,27.95,57.91,1020.45,272.47,11.51,193.04,52.475016,20.204758,45.611503,1.002542,0.008357,0.044196,0.000004,-0.000828,-0.000271,0,2015-08-22 01:02:40
4700,34.96,28.74,27.95,57.84,1020.44,272.50,11.45,193.00,52.524720,20.198049,45.874838,1.002410,0.008428,0.044099,0.000319,0.000983,-0.000206,0,2015-08-22 01:02:51
4701,34.96,28.74,27.95,58.01,1020.44,272.61,10.68,193.99,52.472440,20.422398,45.779849,1.002408,0.008441,0.044266,0.000043,-0.000651,-0.000002,0,2015-08-22 01:03:00
4702,34.92,28.74,27.96,58.11,1020.44,272.54,11.01,193.70,52.495778,20.304856,45.473059,1.002558,0.008572,0.044174,-0.000132,-0.000444,-0.000046,0,2015-08-22 01:03:11
4703,34.86,28.75,27.96,58.12,1020.45,272.50,10.88,193.69,52.448589,20.215714,45.553032,1.002596,0.008362,0.043884,-0.000210,0.000660,0.000242,0,2015-08-22 01:03:21
4704,34.91,28.74,27.95,58.08,1020.43,272.60,10.30,194.28,52.445359,20.243643,45.674177,1.002614,0.008346,0.044033,0.000091,0.001245,0.000247,0,2015-08-22 01:03:30
4705,34.93,28.73,27.96,58.03,1020.43,272.59,10.53,194.25,52.641345,20.499063,45.646025,1.002423,0.008353,0.044222,-0.000022,-0.001692,-0.000109,0,2015-08-22 01:03:41
4706,34.91,28.74,27.96,57.82,1020.44,272.56,10.93,193.98,52.717584,20.394950,45.407491,1.002458,0.008490,0.044150,0.000011,0.000260,-0.000102,0,2015-08-22 01:03:50
4707,34.91,28.75,27.96,58.08,1020.43,272.59,10.89,193.72,52.693345,20.235344,45.618070,1.002536,0.008426,0.044168,0.000142,-0.000601,0.000022,0,2015-08-22 01:04:00
4708,34.87,28.73,27.96,58.07,1020.44,272.60,10.71,193.87,52.595207,20.227719,45.600930,1.002404,0.008300,0.044160,0.000310,0.000281,-0.000211,0,2015-08-22 01:04:11
4709,34.88,28.74,27.96,58.06,1020.42,272.66,10.46,194.05,52.604660,20.090731,45.649017,1.002493,0.008269,0.044119,0.000242,0.001038,-0.000074,0,2015-08-22 01:04:21
4710,34.89,28.75,27.96,58.13,1020.44,272.65,10.97,193.05,52.619771,19.765963,45.748415,1.002427,0.008376,0.044180,0.000359,-0.000265,-0.000269,0,2015-08-22 01:04:30
4711,34.92,28.74,27.96,58.11,1020.43,272.55,11.11,193.36,52.587097,20.128217,45.633410,1.002425,0.008351,0.044232,0.000082,0.000552,-0.000308,0,2015-08-22 01:04:41
4712,34.95,28.75,27.96,57.94,1020.42,272.58,11.03,193.46,52.525534,20.281376,45.821426,1.002752,0.008467,0.044034,0.000075,0.000182,-0.000297,0,2015-08-22 01:04:50
4713,34.90,28.74,27.96,58.04,1020.42,272.65,10.93,193.99,52.384097,20.413245,45.357727,1.002377,0.008443,0.043992,0.000474,0.001023,-0.000311,0,2015-08-22 01:05:00
4714,34.92,28.76,27.96,57.98,1020.42,272.67,10.80,194.03,52.343341,20.296608,45.268920,1.002493,0.008431,0.044114,0.000347,0.000849,-0.000322,0,2015-08-22 01:05:11
4715,34.85,28.75,27.96,57.98,1020.40,272.61,10.61,194.06,52.370416,20.085478,45.291013,1.002478,0.008383,0.043958,0.000227,-0.000250,0.000023,0,2015-08-22 01:05:20
4716,34.87,28.75,27.96,57.95,1020.41,272.50,10.88,193.70,52.383871,20.104909,45.267161,1.002457,0.008397,0.044052,-0.000290,-0.000951,0.000144,0,2015-08-22 01:05:40
4717,34.86,28.75,27.96,57.97,1020.41,272.55,11.30,193.07,52.362764,20.066998,45.668861,1.002528,0.008396,0.044164,0.000046,-0.000539,-0.000361,0,2015-08-22 01:05:50
4718,34.84,28.77,27.96,58.03,1020.41,272.53,11.46,193.23,52.509399,20.294510,45.574160,1.002432,0.008282,0.044162,0.000402,-0.000947,-0.000369,0,2015-08-22 01:06:01
4719,34.93,28.76,27.96,57.96,1020.41,272.64,11.10,193.51,52.518222,20.290556,45.767180,1.002395,0.008417,0.044092,0.000508,-0.000236,-0.000547,0,2015-08-22 01:06:10
4720,34.89,28.76,27.96,57.96,1020.40,272.59,11.03,193.72,52.425599,20.380047,45.517092,1.002656,0.008361,0.044144,0.000088,0.001026,-0.000359,0,2015-08-22 01:06:20
4721,34.93,28.75,27.96,58.03,1020.40,272.55,11.17,193.77,52.553043,20.453552,45.478416,1.002540,0.008392,0.043962,0.000494,-0.001249,-0.000178,0,2015-08-22 01:06:31
4722,34.87,28.74,27.96,58.26,1020.40,272.61,10.56,194.38,52.418221,20.462992,45.368952,1.002347,0.008339,0.043952,-0.000134,-0.001997,-0.000084,0,2015-08-22 01:06:40
4723,34.91,28.74,27.96,58.17,1020.41,272.51,11.00,193.79,52.293559,20.240213,45.246215,1.002397,0.008270,0.043962,0.000076,-0.001340,-0.000193,0,2015-08-22 01:06:51
4724,34.88,28.76,27.96,58.07,1020.40,272.51,11.13,193.64,52.428981,20.216621,45.226024,1.002408,0.008317,0.044132,0.000098,0.000158,-0.000045,0,2015-08-22 01:07:00
4725,34.88,28.75,27.96,57.84,1020.39,272.56,11.05,193.40,52.433776,19.972361,45.361455,1.002466,0.008436,0.044063,0.000102,-0.000553,-0.000181,0,2015-08-22 01:07:10
4726,34.94,28.75,27.96,58.01,1020.39,272.59,10.93,193.41,52.505527,19.858195,45.352264,1.002494,0.008371,0.043997,0.000043,0.002000,-0.000156,0,2015-08-22 01:07:21
4727,34.96,28.74,27.96,58.04,1020.39,272.63,10.54,193.79,52.858036,19.985869,45.528861,1.002365,0.008397,0.044102,0.000014,0.000579,0.000047,0,2015-08-22 01:07:30
4728,34.93,28.74,27.96,58.25,1020.41,272.58,10.89,193.60,52.826583,20.067283,45.444661,1.002510,0.008291,0.044141,0.000126,0.000314,-0.000033,0,2015-08-22 01:07:50
4729,34.89,28.75,27.96,58.20,1020.41,272.50,10.94,193.61,52.646169,20.273868,45.713719,1.002517,0.008362,0.044060,-0.000191,-0.001064,0.000145,0,2015-08-22 01:08:00
4730,34.91,28.75,27.96,58.11,1020.41,272.52,11.19,193.50,52.550247,20.269107,45.436133,1.002437,0.008432,0.044180,0.000372,-0.000234,-0.000201,0,2015-08-22 01:08:10
4731,34.96,28.75,27.96,58.17,1020.42,272.56,10.82,194.00,52.540125,20.310461,45.414341,1.002565,0.008515,0.044027,-0.000040,0.000216,-0.000010,0,2015-08-22 01:08:20
4732,34.89,28.73,27.96,57.97,1020.41,272.56,10.94,193.70,52.816940,20.178309,45.444109,1.002447,0.008392,0.044203,0.000276,-0.001171,-0.000170,0,2015-08-22 01:08:31
4733,34.91,28.74,27.96,58.14,1020.40,272.55,10.41,194.47,52.695285,20.508196,45.540664,1.002549,0.008345,0.044046,-0.000279,0.000609,0.000139,0,2015-08-22 01:08:40
4734,34.92,28.76,27.96,58.10,1020.40,272.58,10.80,194.01,52.794083,20.316278,45.336957,1.002430,0.008391,0.044054,-0.000064,-0.000516,-0.000070,0,2015-08-22 01:08:50
4735,34.90,28.75,27.96,58.11,1020.38,272.60,10.79,193.96,52.633020,20.388883,45.591202,1.002586,0.008416,0.043967,-0.000059,-0.000609,-0.000110,0,2015-08-22 01:09:01
4736,34.95,28.74,27.96,58.07,1020.37,272.51,10.93,193.52,52.440871,20.184524,45.808764,1.002489,0.008407,0.044124,-0.000110,-0.000048,0.000001,0,2015-08-22 01:09:10
4737,34.91,28.73,27.96,57.98,1020.37,272.54,10.80,193.60,52.303948,20.040469,45.538595,1.002650,0.008381,0.044138,0.000033,-0.000580,0.000070,0,2015-08-22 01:09:21
4738,34.90,28.75,27.96,58.03,1020.37,272.55,10.82,193.58,52.654472,20.123731,45.718892,1.002460,0.008379,0.044042,0.000075,-0.000838,0.000098,0,2015-08-22 01:09:31
4739,34.89,28.75,27.96,58.05,1020.39,272.61,10.46,193.81,52.801775,19.947003,45.712860,1.002500,0.008377,0.044049,0.000075,-0.000034,0.000222,0,2015-08-22 01:09:40
4740,34.89,28.73,27.96,58.13,1020.40,272.58,10.87,193.29,52.726621,19.894819,45.671749,1.002532,0.008377,0.044124,0.000229,-0.001104,0.000009,0,2015-08-22 01:09:51
4741,34.91,28.74,27.96,57.99,1020.40,272.65,10.59,193.88,52.973761,19.975276,45.275900,1.002491,0.008197,0.044050,0.000160,0.001826,-0.000156,0,2015-08-22 01:10:01
4742,34.92,28.74,27.96,58.06,1020.40,272.60,10.65,193.66,52.756861,19.875928,45.437354,1.002591,0.008334,0.044031,0.000001,-0.000553,-0.000029,0,2015-08-22 01:10:10
4743,34.87,28.75,27.96,58.05,1020.40,272.51,11.20,193.22,52.604249,19.949425,45.215863,1.002606,0.008548,0.044128,0.000063,-0.000562,-0.000002,0,2015-08-22 01:10:21
4744,34.89,28.75,27.96,58.11,1020.41,272.55,10.62,194.01,52.606080,20.089937,45.218345,1.002497,0.008285,0.044245,-0.000211,-0.001487,0.000187,0,2015-08-22 01:10:30
4745,34.93,28.73,27.96,57.85,1020.41,272.58,10.56,194.02,52.704267,20.080491,45.393007,1.002399,0.008401,0.044155,0.000015,-0.000781,0.000192,0,2015-08-22 01:10:40
4746,34.91,28.76,27.96,58.07,1020.40,272.53,11.08,193.17,52.862937,19.873299,45.475714,1.002450,0.008369,0.044079,0.000123,-0.000656,-0.000266,0,2015-08-22 01:10:51
4747,34.87,28.74,27.96,58.14,1020.40,272.58,10.88,193.50,52.667626,19.909789,45.363098,1.002524,0.008463,0.044006,0.000315,0.000067,0.000014,0,2015-08-22 01:11:00
4748,34.88,28.75,27.96,58.10,1020.40,272.62,10.91,193.50,52.700698,20.109525,45.657275,1.002425,0.008495,0.044105,0.000058,0.001359,-0.000231,0,2015-08-22 01:11:11
4749,34.86,28.76,27.96,58.05,1020.40,272.58,11.02,193.44,52.776937,20.032732,45.413058,1.002426,0.008407,0.044088,-0.000118,0.000074,-0.000140,0,2015-08-22 01:11:20
4750,34.87,28.75,27.96,58.13,1020.39,272.49,11.32,193.00,52.653830,19.891161,45.469850,1.002494,0.008455,0.044048,-0.000048,0.001641,0.000052,0,2015-08-22 01:11:30
4751,34.90,28.75,27.96,58.03,1020.41,272.57,11.32,193.01,52.635244,19.929900,45.457165,1.002490,0.008399,0.044066,0.000260,0.001558,-0.000281,0,2015-08-22 01:11:41
4752,34.90,28.75,27.96,57.88,1020.42,272.59,11.05,193.23,52.435766,19.972807,45.630247,1.002478,0.008378,0.044250,0.000256,0.000061,-0.000176,0,2015-08-22 01:11:50
4753,34.92,28.76,27.96,57.95,1020.42,272.57,11.13,193.16,52.597474,19.938900,45.485928,1.002445,0.008397,0.044174,-0.000023,0.000454,-0.000221,0,2015-08-22 01:12:01
4754,34.90,28.77,27.96,58.13,1020.42,272.63,10.65,193.71,52.717686,19.907849,45.373380,1.002518,0.008371,0.044144,0.000158,0.000431,-0.000110,0,2015-08-22 01:12:10
4755,34.90,28.76,27.96,58.07,1020.42,272.62,10.75,193.66,52.754095,19.926860,45.355447,1.002327,0.008411,0.044119,0.000210,0.000289,-0.000090,0,2015-08-22 01:12:20
4756,34.85,28.76,27.96,58.09,1020.44,272.51,11.24,193.27,52.714779,20.130176,45.451511,1.002507,0.008350,0.044121,0.000054,-0.001172,-0.000431,0,2015-08-22 01:12:31
4757,34.86,28.76,27.96,57.99,1020.42,272.58,10.85,193.95,52.771013,20.190340,45.140280,1.002536,0.008276,0.043918,0.000325,0.001113,-0.000233,0,2015-08-22 01:12:40
4758,34.93,28.76,27.96,57.88,1020.41,272.61,10.67,193.83,52.763267,19.992974,45.323710,1.002503,0.008339,0.044054,0.000006,0.000998,0.000002,0,2015-08-22 01:12:50
4759,34.91,28.76,27.96,57.95,1020.41,272.63,10.58,194.11,53.102990,20.257500,45.550394,1.002354,0.008215,0.044081,0.000106,0.000356,-0.000147,0,2015-08-22 01:13:01
4760,34.89,28.76,27.96,58.12,1020.42,272.57,10.92,193.77,52.920293,20.235728,45.371522,1.002450,0.008258,0.044153,0.000298,-0.001112,-0.000111,0,2015-08-22 01:13:10
4761,34.87,28.76,27.96,58.06,1020.44,272.58,10.51,194.27,52.755412,20.283889,45.324991,1.002487,0.008323,0.043929,0.000269,-0.000580,-0.000016,0,2015-08-22 01:13:20
4762,34.88,28.75,27.96,57.96,1020.42,272.59,10.62,194.19,52.651687,20.324825,45.458168,1.002405,0.008360,0.044154,-0.000088,0.001274,-0.000025,0,2015-08-22 01:13:30
4763,34.91,28.76,27.96,57.88,1020.43,272.57,10.77,193.96,52.745866,20.300018,45.496675,1.002578,0.008377,0.044171,0.000209,-0.001881,-0.000139,0,2015-08-22 01:13:40
4764,34.90,28.75,27.96,58.04,1020.42,272.61,10.68,194.01,52.409549,20.341028,45.570487,1.002480,0.008278,0.044113,0.000035,-0.000453,-0.000004,0,2015-08-22 01:13:51
4765,34.90,28.75,27.96,57.96,1020.40,272.56,10.95,193.86,52.566876,20.433735,45.661022,1.002397,0.008350,0.044168,-0.000053,-0.000460,-0.000065,0,2015-08-22 01:14:01
4766,34.91,28.75,27.96,58.03,1020.42,272.53,10.77,194.07,52.429316,20.565013,45.725935,1.002339,0.008361,0.044171,0.000101,-0.000861,0.000045,0,2015-08-22 01:14:10
4767,34.87,28.76,27.96,58.06,1020.42,272.53,10.72,194.23,52.406881,20.361900,45.218766,1.002411,0.008355,0.044136,-0.000098,0.003123,-0.000150,0,2015-08-22 01:14:21
4768,34.89,28.76,27.97,58.09,1020.43,272.54,10.70,194.30,52.453010,20.432335,45.097528,1.002462,0.008458,0.044254,-0.000027,0.000044,0.000063,0,2015-08-22 01:14:30
4769,34.87,28.78,27.97,58.11,1020.41,272.54,10.87,194.16,52.493768,20.325219,45.027740,1.002542,0.008262,0.044037,0.000097,-0.001456,0.000066,0,2015-08-22 01:14:40
4770,34.96,28.76,27.97,57.98,1020.42,272.57,10.74,193.85,52.478004,20.011923,45.185861,1.002552,0.008351,0.044046,-0.000075,-0.000474,-0.000055,0,2015-08-22 01:14:51
4771,34.91,28.75,27.97,58.13,1020.42,272.56,10.87,193.92,52.664761,20.285695,45.326985,1.002580,0.008181,0.044068,0.000093,0.001493,-0.000106,0,2015-08-22 01:15:00
4772,34.87,28.77,27.97,58.06,1020.42,272.52,10.88,193.34,52.584983,20.055345,45.982846,1.002532,0.008174,0.044085,0.000015,-0.000587,-0.000235,0,2015-08-22 01:15:11
4773,34.90,28.77,27.97,58.03,1020.43,272.55,10.88,193.76,52.560760,20.352803,45.629730,1.002507,0.008240,0.044068,0.000052,0.000679,-0.000175,0,2015-08-22 01:15:20
4774,34.93,28.77,27.97,58.14,1020.43,272.53,11.00,193.71,52.422837,20.359586,45.759810,1.002495,0.008246,0.044083,-0.000062,0.000814,-0.000062,0,2015-08-22 01:15:30
4775,34.88,28.77,27.97,58.15,1020.41,272.50,11.03,193.57,52.651684,20.428967,45.933238,1.002382,0.008353,0.044062,0.000044,0.000171,0.000014,0,2015-08-22 01:15:41
4776,34.94,28.76,27.97,58.23,1020.42,272.53,10.90,193.77,52.646842,20.383365,45.707950,1.002459,0.008427,0.044015,-0.000010,0.002847,0.000093,0,2015-08-22 01:15:50
4777,34.96,28.76,27.97,58.19,1020.41,272.55,11.01,193.79,52.570776,20.403676,45.617773,1.002542,0.008346,0.044125,-0.000018,0.000783,-0.000253,0,2015-08-22 01:16:00
4778,34.87,28.76,27.97,58.14,1020.42,272.56,10.57,194.05,52.653710,20.408837,45.925614,1.002531,0.008251,0.044111,-0.000036,0.000865,0.000134,0,2015-08-22 01:16:11
4779,34.92,28.76,27.97,58.07,1020.39,272.56,10.38,194.62,52.687560,20.712440,45.640525,1.002621,0.008317,0.044080,-0.000301,0.001416,0.000274,0,2015-08-22 01:16:20
4780,34.91,28.76,27.97,58.18,1020.42,272.51,10.14,195.07,52.579489,20.785171,45.617267,1.002460,0.008246,0.044050,-0.000271,-0.002170,0.000499,0,2015-08-22 01:16:30
4781,34.91,28.77,27.97,57.95,1020.40,272.55,10.44,194.34,52.785365,20.489124,45.889422,1.002620,0.008304,0.044039,0.000046,-0.000619,0.000287,0,2015-08-22 01:16:41
4782,34.99,28.76,27.97,57.97,1020.40,272.49,10.61,194.00,52.794297,20.377111,45.752445,1.002537,0.008271,0.044026,-0.000283,0.000591,0.000150,0,2015-08-22 01:16:50
4783,34.87,28.76,27.97,57.99,1020.40,272.58,10.08,195.00,52.482383,20.574545,45.430616,1.002582,0.008317,0.043961,-0.000242,-0.000170,0.000331,0,2015-08-22 01:17:01
4784,34.97,28.77,27.96,58.09,1020.39,272.59,10.64,194.10,52.788265,20.402841,45.636681,1.002454,0.008239,0.043954,0.000196,-0.000326,-0.000247,0,2015-08-22 01:17:10
4785,34.88,28.76,27.96,58.04,1020.40,272.59,10.79,194.02,52.651068,20.442701,45.619185,1.002527,0.008352,0.044087,0.000254,-0.001223,-0.000121,0,2015-08-22 01:17:20
4786,34.95,28.76,27.97,57.90,1020.39,272.51,11.40,193.66,52.613610,20.713558,45.778580,1.002564,0.008387,0.044066,0.000321,0.002451,-0.000477,0,2015-08-22 01:17:31
4787,34.95,28.77,27.97,58.17,1020.39,272.60,10.75,193.98,52.738594,20.490956,45.996907,1.002560,0.008303,0.044057,0.000159,0.002266,-0.000025,0,2015-08-22 01:17:40
4788,34.88,28.77,27.97,58.16,1020.39,272.60,10.21,194.70,52.658722,20.814323,46.107454,1.002498,0.008399,0.044089,-0.000333,-0.000234,0.000267,0,2015-08-22 01:17:51
4789,34.91,28.76,27.96,58.24,1020.38,272.55,9.97,194.82,52.768421,20.645575,45.987202,1.002505,0.008389,0.044090,-0.000558,0.000855,0.000611,0,2015-08-22 01:18:01
4790,34.89,28.77,27.96,57.98,1020.39,272.50,10.62,194.15,52.639428,20.462549,45.821397,1.002420,0.008379,0.043958,-0.000346,-0.000330,0.000456,0,2015-08-22 01:18:10
4791,34.86,28.76,27.97,58.05,1020.41,272.50,10.74,193.91,52.407933,20.366151,45.721588,1.002466,0.008402,0.043960,-0.000167,-0.002363,0.000357,0,2015-08-22 01:18:20
4792,34.93,28.77,27.96,57.99,1020.40,272.53,10.35,194.45,52.609463,20.418733,45.550797,1.002485,0.008361,0.044123,0.000010,-0.000120,0.000189,0,2015-08-22 01:18:31
4793,34.91,28.76,27.96,58.24,1020.39,272.56,10.57,193.96,52.510837,20.175181,45.579073,1.002833,0.008364,0.044052,-0.000106,0.000064,0.000117,0,2015-08-22 01:18:40
4794,34.89,28.76,27.97,58.02,1020.40,272.57,10.71,194.14,52.491648,20.382443,45.302878,1.002640,0.008366,0.044030,-0.000172,-0.001929,0.000111,0,2015-08-22 01:18:51
